id,ID,name,KEGG,CID,mean_diabetic..,mean_non.diabetic..,sd_diabetic..,sd_non.diabetic..,diabetic..__mean_and_sd,non.diabetic..__mean_and_sd,FC_non.diabetic.._diabetic..,class_p.values,class_FDR.p.values,post.hoc_non.diabetic.._diabetic..,kruskal_selected,PC1,PC2,rf_importance,rfe_selected,FC_non.diabetic.._diabetic.._mag,FC_non.diabetic.._diabetic.._dir,FC_non.diabetic.._diabetic.._sig,class_FDR.p.values_sig,FC_non.diabetic.._diabetic.._dir_class_FDR.p.values_sig
61,var61,nicotinamide,C00153,936,32.95652173913044,128.69811320754718,16.680086823595605,411.4272804661307,33 +/- 17,129 +/- 410,3.91,0.7300539324387779,0.7889510441896339,0.7301993706861318,FALSE,0.019195059296381337,0.08842796773703479,NA,FALSE,1.9671686075326276,1,FALSE,FALSE,1_FALSE
62,var62,N-hexanoylglycine,,99463,190.95652173913044,236.33962264150944,100.1968418395735,115.31577772431037,191 +/- 100,236 +/- 120,1.24,0.10106953512230235,0.1570336578759739,0.10110917942772968,FALSE,-0.011174218137718723,0.08441067509102565,NA,FALSE,0.3103401206121505,1,FALSE,FALSE,1_FALSE
63,var63,N-acetylglycine,,10972,358.69565217391306,213.0566037735849,223.28669601344544,69.28131480097302,359 +/- 220,213 +/- 69,0.59,0.007490985411591599,0.018055195607425904,0.007493435760005607,TRUE,0.09650966564808586,-0.05676031175622955,0.07846336799175736,FALSE,0.7612131404128835,-1,FALSE,TRUE,-1_TRUE
64,var64,N-acetylglutamate,C00624,70914,523,757.4716981132076,306.0813914334195,454.3172647701326,523 +/- 310,757 +/- 450,1.45,0.045970160641891904,0.08153198302524224,0.04597016064189119,TRUE,-0.074355823396653975,-0.07730044925177657,0.057234881320949435,FALSE,0.5360529002402097,1,FALSE,FALSE,1_FALSE
65,var65,N-acetyl-D-tryptophan,,,470.4347826086956,338.6792452830189,235.2437471078874,147.1784335143133,470 +/- 240,339 +/- 150,0.72,0.009303090322572012,0.021072060007753475,0.009306465127294383,TRUE,0.09559479904702274,0.020888693558962092,0.053399755301418564,FALSE,0.4739311883324124,-1,FALSE,TRUE,-1_TRUE
66,var66,N-acetyl-D-mannosamine,C00645,65150,4209.739130434783,3572.7735849056603,2281.5544385629905,3370.483123561354,4210 +/- 2300,3570 +/- 3400,0.85,0.10228873811942164,0.15762526857746942,0.10229108365928952,FALSE,0.04190773058219467,-0.05863801740101251,NA,FALSE,0.23446525363702297,-1,FALSE,FALSE,-1_FALSE
67,var67,N-acetyl-D-hexosamine,C03136,439281,1183.5652173913043,1045.867924528302,494.10946763637827,537.5119332391196,1180 +/- 490,1050 +/- 540,0.88,0.10961018768577713,0.1635453594041754,0.10961504036397485,FALSE,0.06280131090013176,0.08678214187987886,NA,FALSE,0.18442457113742744,-1,FALSE,FALSE,-1_FALSE
68,var68,methylhexadecanoic acid,,10465,6863.478260869565,4971.754716981132,1662.3121320937078,1777.255911031,6860 +/- 1700,4970 +/- 1800,0.72,8.524791217435731e-5,4.713708084935051e-4,8.524791217467964e-5,TRUE,0.060142891561110995,-0.0720351520171195,0.07380162891293325,FALSE,0.4739311883324124,-1,FALSE,TRUE,-1_TRUE
69,var69,methionine sulfoxide,C02989,158980,11589.565217391304,16041.849056603774,9833.780013190559,8551.879884195112,11600 +/- 9800,16000 +/- 8600,1.38,0.023388228178605763,0.046776456357211525,0.023388228178703785,TRUE,-0.0609997071789216,-0.046528368532145356,0.09401489761592065,FALSE,0.46466826700344427,1,FALSE,TRUE,1_TRUE
7,var7,uridine,C00299,6029,1067.0434782608695,730.9811320754717,1474.8566487585672,1663.6843900323029,1070 +/- 1500,731 +/- 1700,0.69,0.07401606728711944,0.11995707456877978,0.0740200181361862,FALSE,0.06465401093614245,0.14730025683103828,NA,FALSE,0.5353317329965558,-1,FALSE,FALSE,-1_FALSE
70,var70,methionine,C00073,6137,8810.565217391304,7876.018867924528,6097.978277683417,5464.3800848015335,8810 +/- 6100,7880 +/- 5500,0.89,0.688129464532222,0.7609902313650456,0.6881294645322285,FALSE,0.049958141373390996,0.1478460673722632,NA,FALSE,0.16812275880832692,-1,FALSE,FALSE,-1_FALSE
71,var71,methanolphosphate,,13130,936.304347826087,1432.8490566037735,326.703289738092,595.7763970144147,936 +/- 330,1430 +/- 600,1.53,5.072576268591991e-4,0.0019072886769905884,5.073025901719541e-4,TRUE,-0.06680292729898861,-0.018161863218887072,0.22690516840296002,FALSE,0.6135316529179271,1,FALSE,TRUE,1_TRUE
72,var72,melibiose,,11458,562.0434782608696,307.2830188679245,546.8418816058814,297.37397960238104,562 +/- 550,307 +/- 300,0.55,0.005042565470911679,0.012473714585939417,0.005045564511941603,TRUE,0.07888742256130157,-0.016484592315693557,0.03195083495702689,FALSE,0.862496476250065,-1,FALSE,TRUE,-1_TRUE
73,var73,maltose,C00208,6255,6460.04347826087,2100.7735849056603,3035.0800869807954,1750.3088149667656,6460 +/- 3000,2100 +/- 1800,0.33,2.11200237879886e-8,9.767093863563051e-7,2.1120039050970263e-8,TRUE,0.1349538673877059,-0.08300852195509253,1.367806500052081,TRUE,1.5994620704162712,-1,FALSE,TRUE,-1_TRUE
74,var74,malic acid,C00149,222656,12541.652173913044,7260.264150943396,9494.692869793083,4967.5703632155855,12500 +/- 9500,7260 +/- 5000,0.58,0.010101466149069965,0.022342066306178274,0.010101979234880654,TRUE,0.10938488332816941,0.12393150293461726,0.09323924706458803,FALSE,0.7858751946471527,-1,FALSE,TRUE,-1_TRUE
75,var75,maleimide,C07272,10935,2235,2092.6603773584907,883.2597167723247,804.3707990959869,2240 +/- 880,2090 +/- 800,0.94,0.46927986696110935,0.5583836391689149,0.46928594195476425,FALSE,-0.017872917269844336,-0.07605734232053211,NA,FALSE,0.08926733809708741,-1,FALSE,FALSE,-1_FALSE
76,var76,lyxose,,65550,1405.5217391304348,1538.3396226415093,815.2242786533831,901.4309765673906,1410 +/- 820,1540 +/- 900,1.09,0.6592311084513577,0.7333458484547647,0.659235472775549,FALSE,-0.021449843031281623,0.02767874112786285,NA,FALSE,0.12432813500220177,1,FALSE,FALSE,1_FALSE
77,var77,lysine,C00047,5962,75986.13043478261,137715.69811320756,35719.18285014669,52436.0033013082,76000 +/- 36000,138000 +/- 52000,1.81,1.0666521359597559e-6,1.3368706770695607e-5,1.0666521373936533e-6,TRUE,-0.08510347522201851,0.10828255962939357,0.18854890264773985,FALSE,0.8559896973084807,1,FALSE,TRUE,1_TRUE
78,var78,linolenic acid,C06427,5280934,3135,4186.962264150943,3148.244243730435,2645.4001148747593,3140 +/- 3100,4190 +/- 2600,1.34,0.011876780549789015,0.02566476716506132,0.011876780549817778,TRUE,-0.07372535998346813,-0.05070864877071204,0.19841432367777523,FALSE,0.4222330006830478,1,FALSE,TRUE,1_TRUE
79,var79,linoleic acid,C01595,5280450,5701.173913043478,5802.830188679245,4100.92277478412,2988.2047783799317,5700 +/- 4100,5800 +/- 3000,1.02,0.6148515581542384,0.7048298349572977,0.6148539760008428,FALSE,-0.01927304627447647,-0.0740266052948888,NA,FALSE,0.02856915219677092,1,FALSE,FALSE,1_FALSE
8,var8,uric acid + myo-inositol,C00366,1175,21026.521739130436,14938.301886792453,18014.263363612645,15910.611915400877,21000 +/- 18000,14900 +/- 16000,0.71,0.02554155869542651,0.05001888577854358,0.025541558695539868,TRUE,0.07502425242637495,0.15108007095492065,0.040909447909447914,FALSE,0.4941090702700427,-1,FALSE,FALSE,-1_FALSE
80,var80,levanbiose,C01725,439555,1307.8695652173913,1382.0754716981132,748.4798718583387,844.2717355361685,1310 +/- 750,1380 +/- 840,1.06,0.80792927165508,0.8533185565795226,0.8079292716550927,FALSE,-0.03272781068761693,-0.007107116778509259,NA,FALSE,0.08406426478847455,1,FALSE,FALSE,1_FALSE
81,var81,leucine,,,191336.21739130435,100876.15094339622,106350.77681126585,48677.63760835795,191000 +/- 110000,101000 +/- 49000,0.53,1.7808257219091735e-4,8.810400939971701e-4,1.7808257219109613e-4,TRUE,0.12322616954114511,0.015912261059215446,0.013220846233230136,FALSE,0.9159357352115255,-1,FALSE,TRUE,-1_TRUE
82,var82,lauric acid,C02679 ,3893,7025.739130434783,7406.1509433962265,5374.716907702643,3255.0113399083243,7030 +/- 5400,7410 +/- 3300,1.05,0.24189483981252013,0.32252645308336014,0.24189483981251536,FALSE,-0.02099306697750575,-0.12267107830953028,NA,FALSE,0.070389327891398,1,FALSE,FALSE,1_FALSE
83,var83,lactobionic acid,,517381,4434.173913043478,1769.3584905660377,3537.262920448443,1505.3271187345551,4430 +/- 3500,1770 +/- 1500,0.4,1.8717883860537606e-5,1.353446986838873e-4,1.8717883860874807e-5,TRUE,0.126721709820256,-0.011223533674005599,0.06951081623690318,FALSE,1.3219280948873622,-1,FALSE,TRUE,-1_TRUE
84,var84,lactic acid,C00186,612,466268.60869565216,399784.5471698113,242697.81199143684,164622.6833109074,466000 +/- 240000,400000 +/- 160000,0.86,0.3627143291735149,0.445688195324319,0.36271432917352076,FALSE,0.03752155253260592,0.08832441872530088,NA,FALSE,0.21759143507262677,-1,FALSE,FALSE,-1_FALSE
85,var85,kynurenine,C00328,161166,449.2173913043478,450.24528301886795,138.45969433926157,296.52797932977444,449 +/- 140,450 +/- 300,1,0.11733739199820689,0.17233929449736637,0.11734741565825424,FALSE,0.030135323895601307,0.019003358708495583,NA,FALSE,0,0,FALSE,FALSE,0_FALSE
86,var86,isothreonic acid,,151152,2238.521739130435,1604.433962264151,748.6634678827947,647.3322624859296,2240 +/- 750,1600 +/- 650,0.72,2.942153172285952e-5,1.9754457013919965e-4,2.942153172325046e-5,TRUE,0.10242767493634396,-0.03404810393279537,0.04104999264999265,FALSE,0.4739311883324124,-1,FALSE,TRUE,-1_TRUE
87,var87,isoleucine,C00407,6306,85817.34782608696,54072.52830188679,35717.935846661756,17854.166880164434,85800 +/- 36000,54100 +/- 18000,0.63,3.4539652691876777e-4,0.001381586107675071,3.453965269186732e-4,TRUE,0.1210495983900915,-0.0029917862888366492,0.006799999999999997,FALSE,0.6665762662748083,-1,FALSE,TRUE,-1_TRUE
88,var88,isocitric acid,C00311,5318532,2632.478260869565,2081.509433962264,812.5802824429226,711.1357282177224,2630 +/- 810,2080 +/- 710,0.79,0.0029964600377784217,0.00840797741943796,0.00299685563046892,TRUE,0.10056192874146841,-0.009192176549843714,0.1275590544989926,FALSE,0.3400754415976217,-1,FALSE,TRUE,-1_TRUE
89,var89,inulotriose,,16219508,1763.5652173913043,349.2641509433962,2161.3687756118165,881.0530882228685,1760 +/- 2200,349 +/- 880,0.2,1.8240940597451206e-5,1.353446986838873e-4,1.8248152637068138e-5,TRUE,0.11881626603864974,-0.009776482090137385,0.1695970107417816,FALSE,2.321928094887362,-1,FALSE,TRUE,-1_TRUE
9,var9,urea,C00086,1176,288334.4347826087,446484.71698113205,158374.46519471332,418648.7303053984,288000 +/- 160000,446000 +/- 420000,1.55,0.0033447375803608106,0.00911319804504105,0.0033447375803621338,TRUE,-0.03899815107316091,-0.020659641924379277,0.016509090909090904,FALSE,0.632268215499513,1,FALSE,TRUE,1_TRUE
90,var90,inositol allo-,,53714838,2158.9565217391305,1288.622641509434,645.198030083567,954.0111720522882,2160 +/- 650,1290 +/- 950,0.6,3.11413144258172e-7,5.32332017982828e-6,3.114708715390435e-7,TRUE,0.11216887663897744,-0.03763004561574438,0.7033116030095806,TRUE,0.7369655941662062,-1,FALSE,TRUE,-1_TRUE
91,var91,inosine,C00294,6021,5442.04347826087,5601.471698113208,4964.956902479443,5933.424561180673,5440 +/- 5000,5600 +/- 5900,1.03,0.9234343066424741,0.9283724580148938,0.9234343066424271,FALSE,0.012984844368541986,0.04182096132990188,NA,FALSE,0.04264433740849372,1,FALSE,FALSE,1_FALSE
92,var92,indole-3-lactate,C02043,92904,5647.913043478261,3585.698113207547,3346.67252537425,1972.6194473427543,5650 +/- 3300,3590 +/- 2000,0.63,6.253843125049737e-4,0.0022183443537912273,6.254380665761117e-4,TRUE,0.10814124488626542,-0.011630999122341423,0.12347393928279678,FALSE,0.6665762662748083,-1,FALSE,TRUE,-1_TRUE
93,var93,indole-3-acetate,C00954,802,3272.4347826086955,2702.2075471698113,1243.9095928156573,1499.3476191393602,3270 +/- 1200,2700 +/- 1500,0.83,0.029091389777548902,0.054691812781791936,0.029092490074874133,TRUE,0.061438750679090236,0.030009286827599947,0.026582054766938482,FALSE,0.2688167584278,-1,FALSE,FALSE,-1_FALSE
94,var94,icosenoic acid,C16526,5282767,2988.521739130435,1340.867924528302,2259.5712559841004,1012.5575964194646,2990 +/- 2300,1340 +/- 1000,0.45,1.9483394446188188e-4,8.933849160691168e-4,1.9483394446184743e-4,TRUE,0.11609350258588386,-0.049167571946323804,0.1062627358022095,FALSE,1.15200309344505,-1,FALSE,TRUE,-1_TRUE
95,var95,hypoxanthine + ornithine,C00262,790,1831.1739130434783,1258.7358490566037,3890.820404866421,3103.4596151277033,1830 +/- 3900,1260 +/- 3100,0.69,0.10711701162350058,0.16240321117111378,0.10712900930648606,FALSE,0.04913677512409464,0.14488967868883515,NA,FALSE,0.5353317329965558,-1,FALSE,FALSE,-1_FALSE
96,var96,hydroxylamine,C00192,787,2701.608695652174,2667.1132075471696,1158.2806905507694,1066.5834141056587,2700 +/- 1200,2670 +/- 1100,0.99,0.8920713478320097,0.9114642032196622,0.8920720810399809,FALSE,-0.007416106307853389,-0.13542449003991452,NA,FALSE,0.014499569695115089,-1,FALSE,FALSE,-1_FALSE
97,var97,hydroxycarbamate,,16639161,754,769.8679245283018,261.26284222459327,242.07524559174135,754 +/- 260,770 +/- 240,1.02,0.8608768413665275,0.8892573965764131,0.860877782617789,FALSE,-0.01946659874568529,-0.11665723073168256,NA,FALSE,0.02856915219677092,1,FALSE,FALSE,1_FALSE
98,var98,hydrocinnamic acid,C05629,107,2740.9565217391305,1125.3584905660377,2648.028708960358,1656.2017028585387,2740 +/- 2600,1130 +/- 1700,0.41,0.0018040660434217484,0.005299444002551386,0.0018041967167492512,TRUE,0.08910327265806219,0.1415256708415551,0.0680142164886388,FALSE,1.286304185156641,-1,FALSE,TRUE,-1_TRUE
99,var99,homoserine,C00263,12647,359.69565217391306,402.62264150943395,308.2263682282005,119.90673080727471,360 +/- 310,403 +/- 120,1.12,9.605304759812374e-4,0.0031680654295521515,9.613036156910226e-4,TRUE,-0.017868765802142233,0.10105982514673377,0.22553240715802295,FALSE,0.16349873228287956,1,FALSE,TRUE,1_TRUE
